login,commits,location,avatar_url,percent_contribution
blahblahbloopster,2,,https://avatars.githubusercontent.com/u/35409580?v=4,0.011708916339792751
AFFalcons,2,,https://avatars.githubusercontent.com/u/37966938?v=4,0.011708916339792751
markozajc,2,Slovenia,https://avatars.githubusercontent.com/u/30626847?v=4,0.011708916339792751
Loumardes,2,,https://avatars.githubusercontent.com/u/40787527?v=4,0.011708916339792751
Lonami,2,Spain,https://avatars.githubusercontent.com/u/6297805?v=4,0.011708916339792751
HAJDog247,2,,https://avatars.githubusercontent.com/u/57288878?v=4,0.011708916339792751
Hunggaming128,2,,https://avatars.githubusercontent.com/u/160811008?v=4,0.011708916339792751
Tranamubeenarshad,2,,https://avatars.githubusercontent.com/u/109827135?v=4,0.011708916339792751
ILiekMelons,2,,https://avatars.githubusercontent.com/u/49169907?v=4,0.011708916339792751
JaiunL,2,,https://avatars.githubusercontent.com/u/40393226?v=4,0.011708916339792751
JarrerLog,2,,https://avatars.githubusercontent.com/u/83497213?v=4,0.011708916339792751
s8321414,2,"Kaohsiung City, Taiwan",https://avatars.githubusercontent.com/u/9457283?v=4,0.011708916339792751
JustYanns,2,,https://avatars.githubusercontent.com/u/41501734?v=4,0.011708916339792751
KayyAyeAre,2,,https://avatars.githubusercontent.com/u/56635816?v=4,0.011708916339792751
Kerunope,2,,https://avatars.githubusercontent.com/u/104510815?v=4,0.011708916339792751
kuhnchris,2,Austria,https://avatars.githubusercontent.com/u/761911?v=4,0.011708916339792751
LauweJoster,2,,https://avatars.githubusercontent.com/u/55281524?v=4,0.011708916339792751
LetterN,2,,https://avatars.githubusercontent.com/u/24603524?v=4,0.011708916339792751
Linnnnnna,2,,https://avatars.githubusercontent.com/u/63439268?v=4,0.011708916339792751
CamoGekko,1,Somewhere on Mars,https://avatars.githubusercontent.com/u/142858559?v=4,0.0058544581698963755
5GameMaker,1,vio::vdef::location,https://avatars.githubusercontent.com/u/42136194?v=4,0.0058544581698963755
Brandanvimi,1,,https://avatars.githubusercontent.com/u/157245702?v=4,0.0058544581698963755
BnDLett,1,United States,https://avatars.githubusercontent.com/u/73402249?v=4,0.0058544581698963755
commel,1,"Bremen, Germany",https://avatars.githubusercontent.com/u/1015465?v=4,0.0058544581698963755
BenMan95,1,"Plymouth, MN",https://avatars.githubusercontent.com/u/81588289?v=4,0.0058544581698963755
AstralShadow,1,,https://avatars.githubusercontent.com/u/47869198?v=4,0.0058544581698963755
amrsoll,1,"Odense, Danmark",https://avatars.githubusercontent.com/u/24782867?v=4,0.0058544581698963755
aawwaaa,1,,https://avatars.githubusercontent.com/u/96404493?v=4,0.0058544581698963755
avevad,1,,https://avatars.githubusercontent.com/u/31036072?v=4,0.0058544581698963755
rangzen,1,,https://avatars.githubusercontent.com/u/132700?v=4,0.0058544581698963755
Camork,1,Shanghai China,https://avatars.githubusercontent.com/u/19710731?v=4,0.0058544581698963755
charliewxyz,1,,https://avatars.githubusercontent.com/u/20506773?v=4,0.0058544581698963755
sparr,1,"Whitinsville, MA, USA",https://avatars.githubusercontent.com/u/121299?v=4,0.0058544581698963755
Clauskem,1,,https://avatars.githubusercontent.com/u/54042388?v=4,0.0058544581698963755
CxZxRain,1,,https://avatars.githubusercontent.com/u/88787430?v=4,0.0058544581698963755
cybrandir,1,,https://avatars.githubusercontent.com/u/54367708?v=4,0.0058544581698963755
DVanatic,1,,https://avatars.githubusercontent.com/u/51337473?v=4,0.0058544581698963755
daanbreur,1,Me.setLocation('Netherlands'),https://avatars.githubusercontent.com/u/32175349?v=4,0.0058544581698963755
Damlon,1,,https://avatars.githubusercontent.com/u/46671397?v=4,0.0058544581698963755
dusekdan,1,"Dublin, Ireland",https://avatars.githubusercontent.com/u/6360711?v=4,0.0058544581698963755
Daniel-Chin,1,,https://avatars.githubusercontent.com/u/34157591?v=4,0.0058544581698963755
MV-Studio14,1,,https://avatars.githubusercontent.com/u/79103102?v=4,0.0058544581698963755
00Bread00,1,,https://avatars.githubusercontent.com/u/144006814?v=4,0.0058544581698963755
12358abc,1,,https://avatars.githubusercontent.com/u/35219853?v=4,0.0058544581698963755
AFARIUS,1,,https://avatars.githubusercontent.com/u/146495121?v=4,0.0058544581698963755
Aaron2550,1,Germany,https://avatars.githubusercontent.com/u/24834067?v=4,0.0058544581698963755
AceEllysium,1,Discord,https://avatars.githubusercontent.com/u/40420572?v=4,0.0058544581698963755
adwitkow,1,,https://avatars.githubusercontent.com/u/10108473?v=4,0.0058544581698963755
Ahsoka-501,1,,https://avatars.githubusercontent.com/u/63233281?v=4,0.0058544581698963755
agalera,1,"Madrid, Spain",https://avatars.githubusercontent.com/u/3725538?v=4,0.0058544581698963755
alexmaurizio,1,"Turin, Italy",https://avatars.githubusercontent.com/u/15074818?v=4,0.0058544581698963755
sashashura,1,,https://avatars.githubusercontent.com/u/93376818?v=4,0.0058544581698963755
alxgsv,1,,https://avatars.githubusercontent.com/u/22303?v=4,0.0058544581698963755
kbni,1,Australia,https://avatars.githubusercontent.com/u/839300?v=4,0.0058544581698963755
Alex25820,1,Sweden,https://avatars.githubusercontent.com/u/50142558?v=4,0.0058544581698963755
heckelson,1,Vienna,https://avatars.githubusercontent.com/u/26191361?v=4,0.0058544581698963755
Alstin112-zz,1,,https://avatars.githubusercontent.com/u/42156649?v=4,0.0058544581698963755
Ameb,1,"Navarra, Spain",https://avatars.githubusercontent.com/u/386567?v=4,0.0058544581698963755
Amon-Senpai,1,,https://avatars.githubusercontent.com/u/56207045?v=4,0.0058544581698963755
andreasgamborg,1,Denmark,https://avatars.githubusercontent.com/u/44777523?v=4,0.0058544581698963755
AndreasHeiskanen,1,Stockholm,https://avatars.githubusercontent.com/u/16100157?v=4,0.0058544581698963755
hexagonrecursion,1,Milky Way,https://avatars.githubusercontent.com/u/52621858?v=4,0.0058544581698963755
0Nera,1,Moscow,https://avatars.githubusercontent.com/u/71536443?v=4,0.0058544581698963755
ARYDESTROYER,1,,https://avatars.githubusercontent.com/u/31776478?v=4,0.0058544581698963755
Arzxq,1,,https://avatars.githubusercontent.com/u/96066999?v=4,0.0058544581698963755
Atan599,1,,https://avatars.githubusercontent.com/u/58374514?v=4,0.0058544581698963755
